ID1 *,Latitude,Longitude,WaterDepth_Min,WaterDepth_Max,WaterDepth_Notes,TotalLength_Lt,DepositLength_Ld,EvacuatedLength_Le,LengthNotes,ScarpPerimeterLength_Ls,ScarpHeight_Hs,EvacuatedHeight_He,ScarpWidth_Ws,ScarpSurfaceNature,Scarp_Notes,MaxDepositWidth_Wd,MaxDepositThickness_Tdmax_m,MaxDepositThickness_TWTT_Tdmax,MaxUnconfinedDepositThickness_Tumax_m,MaxUnconfinedDepositThickness_TWTT_Tumax,ThicknessNotes,Deposit_Notes,TotalHeightDrop_Ht,SlopeGradient_S,SlopeGradientNotes,SlopeGradientHeadscarp_Ss,SlopeGradientHeadscarpNotes,SlopeGradientToe_St,SlopeGradientToeNotes,OBJECTID_12__
452,48.850303,-123.589133,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,432
453,48.853346,-123.598187,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,433
454,48.815323,-123.60297,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,434
455,49.59706,-123.229687,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,435
456,48.525933,-123.541286,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,436
457,48.517162,-123.536935,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,437
458,48.522689,-123.536661,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,438
459,48.506465,-123.550965,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,439
460,48.557714,-123.532211,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,440
461,48.569653,-123.509823,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,441
462,49.52663,-124.55158,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,442
463,49.302314,-123.679371,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,443
464,49.305221,-123.684857,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,444
465,49.300773,-123.675327,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,445
466,49.303998,-123.645363,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,446
467,49.312264,-123.661236,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,447
468,49.301701,-123.580482,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,448
469,49.295661,-123.56739,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,449
470,49.289122,-123.560179,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,450
471,49.284701,-123.551087,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,451
472,48.514457,-124.874096,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,452
473,48.502995,-124.861057,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,453
474,49.669532,-124.069605,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,454
475,50.413217,-124.51348,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,455
476,50.428832,-124.474328,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,456
477,50.429608,-124.467259,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,457
478,50.433291,-124.453481,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,458
479,50.442142,-124.41283,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,459
480,50.440888,-124.417753,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,460
481,50.441707,-124.420938,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,461
482,50.877382,-124.824576,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,462
483,50.879835,-124.822546,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,463
484,50.882525,-124.822128,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,464
485,50.876922,-124.825641,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,465
486,50.847716,-124.896293,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,466
487,50.849205,-124.89398,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,467
488,50.850572,-124.892482,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,468
489,50.851681,-124.89185,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,469
490,50.852646,-124.891755,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,470
491,50.402906,-125.323024,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,471
492,50.43456,-125.307352,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,472
493,50.445285,-125.300801,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,473
494,48.900237,-123.644887,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,474
495,49.262376,-124.095345,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,475
496,49.461141,-122.87645,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,476
497,49.462089,-122.881277,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,477
498,49.457669,-122.883717,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,478
499,49.45564,-122.882749,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,479
500,49.45563,-122.868003,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,480
501,49.449248,-122.866186,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,481
502,49.446812,-122.862042,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,482
503,49.44475,-122.868944,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,483
504,49.446064,-122.860997,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,484
505,49.443666,-122.86115,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,485
506,49.433653,-122.85708,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,486
507,49.435793,-122.861859,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,487
508,49.437465,-122.863504,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,488
509,49.439122,-122.864897,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,489
510,49.430487,-122.861439,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,490
511,49.422275,-122.858585,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,491
512,49.410452,-122.863538,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,492
513,49.395515,-122.880769,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,493
514,49.409388,-122.879147,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,494
515,49.381116,-122.867843,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,495
516,49.370388,-122.875978,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,496
517,49.374372,-122.886004,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,497
518,49.350594,-122.905423,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,498
519,49.354661,-122.90489,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,499
520,49.338379,-122.92338,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,500
521,49.292883,-122.97839,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,501
522,49.290253,-122.918257,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,502
523,49.290666,-122.914246,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,503
524,49.248932,-123.311558,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,504
525,49.197676,-123.334041,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,505
526,50.34118,-124.757715,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,506
527,50.343962,-124.704034,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,507
528,50.368214,-124.715223,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,508
529,50.3726,-124.678903,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,509
530,50.378939,-124.699717,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,510
531,50.383995,-124.675278,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,511
532,50.396542,-124.690935,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,512
533,50.405235,-124.682417,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,513
534,50.401406,-124.65712,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,514
535,50.412942,-124.677341,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,515
536,50.400153,-124.530753,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,516
537,50.403022,-124.625597,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,517
538,50.414648,-124.619494,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,518
539,50.380292,-124.952382,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,519
540,49.582335,-123.235789,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,520
541,49.457294,-123.244396,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,521
542,49.430829,-123.24204,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,522
543,49.43609,-123.241323,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,523
544,49.440656,-123.242628,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,524
545,49.410048,-123.249214,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,525
546,49.403009,-123.252902,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,526
377,49.636438,-123.254535,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,527
378,49.656928,-123.218626,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,528
379,49.659394,-123.209461,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,529
380,49.659591,-123.205108,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,530
381,49.661841,-123.188391,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,531
547,49.645137,-123.225551,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,532
548,49.651497,-123.225656,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,533
194,49.665696,-123.237145,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,534
195,49.604648,-123.22515,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,535
196,49.591057,-123.229861,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,536
197,49.56927,-123.293166,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,537
198,49.547431,-123.247173,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,538
199,49.445381,-123.242369,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,539
200,49.427083,-123.25744,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,540
201,49.479564,-123.474492,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,541
202,49.550639,-123.301002,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,542
203,49.553765,-123.363323,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,543
204,49.492257,-123.289461,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,544
205,49.485183,-123.283756,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,545
206,50.196628,-123.955923,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,546
207,50.199256,-123.959839,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,547
208,50.195429,-123.954196,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,548
549,50.193676,-123.951713,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,549
550,50.19273,-123.950053,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,550
551,50.192237,-123.94815,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,551
552,50.19144,-123.945918,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,552
553,50.189437,-123.942376,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,553
554,50.188191,-123.939997,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,554
555,50.187807,-123.936925,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,555
556,50.183395,-123.929128,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,556
557,50.182534,-123.92147,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,557
558,50.178568,-123.91783,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,558
559,50.179937,-123.919106,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,559
560,50.180473,-123.920864,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,560
561,50.167147,-123.883297,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,561
562,50.155322,-123.86063,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,562
563,50.067459,-123.793025,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,563
564,50.040697,-123.831418,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,564
565,49.911395,-123.917841,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,565
566,49.910322,-123.905598,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,566
567,49.912705,-123.887754,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,567
568,49.802563,-123.929625,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,568
569,50.274857,-124.631891,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,569
570,50.75057,-124.86839,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,570
571,50.581738,-124.930736,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,571
572,50.170333,-123.93593,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,572
573,49.40807,-124.402419,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,573
574,49.376591,-124.500387,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,574
575,49.377293,-124.485077,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,575
576,48.522735,-124.476717,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,576
577,48.754071,-123.619568,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,577
578,50.48179,-125.060713,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,578
579,50.496785,-125.010931,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,579
580,50.311556,-125.097221,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,580
581,49.658605,-124.927859,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,581
582,49.662998,-124.926431,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,582
583,49.65389,-124.910732,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,583
584,49.652346,-124.894474,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,584
585,49.650427,-124.889492,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,585
586,49.634503,-124.870718,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,586
587,49.632146,-124.86812,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,587
588,49.631089,-124.865691,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,588
589,49.610353,-124.845141,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,589
590,49.608197,-124.846089,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,590
591,49.607208,-124.842649,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,591
592,50.294973,-124.93886,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,592
593,50.296207,-124.937442,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,593
594,50.297239,-124.936173,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,594
595,50.316229,-124.963915,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,595
596,50.320409,-124.911692,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,596
597,50.311795,-124.875825,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,597
598,50.297854,-124.867046,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,598
599,50.33458,-124.772124,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,599
600,49.481923,-124.009407,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,600
601,49.523162,-123.99995,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,601
602,49.657356,-124.189545,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,602
603,49.516114,-124.231701,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,603
604,50.404043,-124.632227,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,604
605,50.463413,-124.404003,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,605
606,50.47354,-124.381309,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,606
607,50.45806,-124.389561,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,607
608,50.400608,-124.549038,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,608
609,50.401424,-124.583148,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,609
610,50.401244,-124.602297,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,610
611,50.401081,-124.607337,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,611
612,50.39495,-124.665621,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,612
613,50.392732,-124.668725,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,613
614,50.313771,-124.74252,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,614
615,50.440203,-125.009542,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,615
616,50.431974,-124.996391,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,616
617,50.425398,-124.971001,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,617
618,50.415921,-124.966247,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,618
619,50.417268,-124.980999,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,619
620,50.390876,-124.969195,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,620
621,49.509119,-123.470649,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,621
622,49.515666,-123.450696,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,622
623,50.561878,-124.901922,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,623
624,50.557652,-124.920529,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,624
625,50.520908,-124.955457,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,625
626,50.363938,-125.076736,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,626
627,50.366512,-125.067996,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,627
628,50.450571,-125.089261,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,628
629,50.48444,-125.10172,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,629
630,50.477128,-125.098633,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,630
631,50.508451,-125.053369,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,631
632,50.502329,-125.080971,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,632
633,49.880697,-124.633613,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,633
634,49.795087,-124.532758,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,634
635,49.659467,-124.578206,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,635
636,50.871284,-124.885473,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,636
637,50.877362,-124.881701,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,637
638,50.87025,-124.891706,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,638
639,50.891414,-124.863544,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,639
640,50.867094,-124.84512,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,640
641,50.842198,-124.854108,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,641
642,50.80357,-124.976111,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,642
643,50.791549,-124.963854,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,643
644,50.598611,-124.916279,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,644
645,48.370145,-123.927849,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,645
646,48.369157,-123.925888,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,646
647,48.368037,-123.923451,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,647
648,48.367663,-123.913704,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,648
649,48.365336,-123.884063,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,649
650,48.36627,-123.890354,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,650
651,48.346543,-123.825292,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,651
652,48.478277,-124.343332,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,652
653,50.015688,-124.919321,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,653
654,50.14506,-123.825055,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,654
655,50.150856,-123.834937,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,655
656,50.300432,-124.667475,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,656
657,50.19097,-124.634107,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,657
658,50.190908,-124.741412,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,658
659,50.231408,-124.733255,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,659
660,50.252871,-124.715955,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,660
661,50.183405,-124.735431,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,661
662,50.192473,-124.988548,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,662
663,50.183606,-125.002426,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,663
664,50.170426,-124.999506,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,664
665,49.431691,-122.872623,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,665
