ID1 *,Latitude,Longitude,WaterDepth_Min,WaterDepth_Max,WaterDepth_Notes,TotalLength_Lt,DepositLength_Ld,EvacuatedLength_Le,LengthNotes,ScarpPerimeterLength_Ls,ScarpHeight_Hs,EvacuatedHeight_He,ScarpWidth_Ws,ScarpSurfaceNature,Scarp_Notes,MaxDepositWidth_Wd,MaxDepositThickness_Tdmax_m,MaxDepositThickness_TWTT_Tdmax,MaxUnconfinedDepositThickness_Tumax_m,MaxUnconfinedDepositThickness_TWTT_Tumax,ThicknessNotes,Deposit_Notes,TotalHeightDrop_Ht,SlopeGradient_S,SlopeGradientNotes,SlopeGradientHeadscarp_Ss,SlopeGradientHeadscarpNotes,SlopeGradientToe_St,SlopeGradientToeNotes,OBJECTID_12__
234,50.335636,-124.965049,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,198
235,50.289821,-124.851867,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,199
236,50.242808,-124.638504,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,200
237,50.259663,-124.646303,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,201
238,50.312776,-124.699194,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,202
239,50.206348,-124.629513,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,203
240,50.212962,-124.624517,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,204
241,50.22291,-124.625377,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,205
242,50.2439,-124.622679,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,206
243,50.235941,-124.633606,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,207
244,50.27235,-124.650947,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,208
245,50.288653,-124.66892,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,209
246,50.282399,-124.63718,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,210
247,50.290141,-124.644699,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,211
248,50.316245,-124.711331,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,212
249,50.174046,-125.011666,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,213
250,49.661752,-123.247559,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,214
251,49.578903,-123.314579,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,215
252,49.595271,-123.255405,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,216
253,49.556626,-123.383618,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,217
254,49.544977,-123.414886,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,218
255,50.105032,-123.822405,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,219
256,50.121711,-123.838298,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,220
257,48.9958,-125.14152,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,221
258,50.227483,-125.034576,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,222
259,50.545026,-124.983393,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,223
260,50.555063,-124.983988,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,224
261,50.56722,-124.979364,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,225
262,50.030345,-125.144894,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,226
263,50.777576,-124.931605,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,227
264,50.822613,-124.938554,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,228
265,50.849255,-124.851559,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,229
266,50.85616,-124.84872,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,230
267,50.845997,-124.850987,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,231
268,50.874355,-124.835016,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,232
269,50.870405,-124.844128,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,233
270,50.837959,-124.85883,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,234
271,50.834215,-124.863834,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,235
272,50.832488,-124.865739,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,236
273,50.590421,-124.883468,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,237
274,50.654309,-124.908486,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,238
275,50.684606,-124.903807,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,239
276,50.705093,-124.845353,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,240
277,50.68747,-124.869665,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,241
278,50.855303,-124.853469,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,242
279,50.852856,-124.849547,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,243
280,50.858783,-124.847507,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,244
281,50.565874,-124.890602,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,245
282,50.534198,-124.946159,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,246
283,50.071656,-125.086021,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,247
284,50.111333,-125.188774,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,248
285,50.107074,-125.183099,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,249
286,50.105978,-125.178823,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,250
287,50.096292,-125.168031,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,251
288,49.788098,-124.502826,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,252
289,49.421192,-123.241209,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,253
290,49.395464,-123.263984,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,254
291,49.516177,-123.265805,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,255
292,49.52183,-123.264673,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,256
293,49.500301,-123.255291,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,257
294,49.535006,-123.258009,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,258
295,49.525787,-123.263522,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,259
296,49.479295,-123.251044,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,260
297,49.488536,-123.25173,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,261
298,49.622431,-123.222414,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,262
299,49.673798,-123.184286,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,263
300,49.658961,-123.213153,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,264
301,49.570962,-123.267218,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,265
302,49.563158,-123.26129,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,266
303,49.567015,-123.25479,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,267
304,49.555228,-123.309923,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,268
305,49.453661,-123.463174,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,269
306,49.450255,-123.462957,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,270
307,49.458777,-123.467408,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,271
308,49.494232,-123.450495,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,272
309,49.573576,-123.242898,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,273
310,49.814094,-123.912525,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,274
311,49.827546,-123.897111,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,275
312,50.004427,-123.944587,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,276
313,49.515897,-123.481356,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,277
314,49.529703,-123.460501,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,278
315,49.492085,-123.46976,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,279
316,49.470945,-123.476084,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,280
317,49.469218,-123.460482,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,281
318,49.459488,-123.454465,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,282
319,49.43032,-123.469105,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,283
320,49.536269,-123.446556,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,284
321,49.646414,-123.257273,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,285
322,49.644202,-123.256588,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,286
323,49.643115,-123.255924,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,287
324,49.509113,-123.336607,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,288
325,49.520563,-123.278843,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,289
326,49.542992,-123.286798,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,290
327,49.545742,-123.290915,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,291
328,49.880988,-124.058761,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,292
329,49.907106,-124.045678,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,293
330,49.909899,-124.044402,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,294
331,49.913536,-124.043232,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,295
332,49.907411,-124.021875,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,296
333,49.989484,-123.998039,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,297
334,49.031366,-125.155254,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,298
335,49.02458,-125.158051,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,299
336,48.983635,-124.948854,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,300
337,48.989682,-124.899307,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,301
338,48.993105,-124.887096,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,302
339,49.004306,-124.881569,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,303
340,49.007955,-124.863983,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,304
341,49.018693,-124.867438,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,305
342,49.08092,-125.168265,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,306
343,50.002223,-123.981819,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,307
344,50.01007,-123.971437,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,308
345,50.014093,-123.956909,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,309
346,50.021326,-123.920492,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,310
347,50.031332,-123.894327,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,311
348,50.009842,-123.90801,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,312
349,50.044496,-123.813399,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,313
350,50.081554,-123.778922,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,314
351,50.078022,-123.809877,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,315
352,50.206148,-123.977885,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,316
353,50.182325,-123.953944,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,317
354,49.894596,-123.88981,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,318
355,49.026532,-124.861143,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,319
356,49.029387,-124.861505,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,320
357,49.034941,-124.860154,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,321
358,49.038324,-124.849753,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,322
359,49.05962,-124.862064,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,323
360,49.078531,-124.842625,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,324
361,49.105127,-124.82418,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,325
362,49.132826,-124.811752,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,326
363,49.140926,-124.809718,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,327
364,49.139403,-124.796279,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,328
365,49.152231,-124.798455,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,329
366,49.182076,-124.821271,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,330
367,49.216205,-124.818508,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,331
368,48.527894,-124.541291,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,332
369,48.529147,-124.534336,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,333
370,48.529062,-124.549187,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,334
371,48.468048,-124.336212,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,335
372,48.466979,-124.333236,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,336
373,48.464151,-124.317408,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,337
374,48.471155,-124.340701,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,338
375,48.444,-124.286303,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,339
376,48.438507,-124.261983,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,340
382,48.433009,-124.204165,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,341
383,48.390126,-124.069007,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,342
384,48.386788,-124.058147,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,343
385,48.381786,-123.999941,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,344
386,48.384116,-124.026602,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,345
387,48.370865,-123.923849,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,346
173,48.366577,-123.909038,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,347
174,48.360086,-123.870288,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,348
175,48.326421,-123.730955,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,349
176,48.333951,-123.75433,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,350
177,48.529784,-123.54555,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,351
178,48.544056,-123.55411,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,352
179,48.573106,-123.510573,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,353
180,48.577958,-123.514462,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,354
181,48.584078,-123.51778,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,355
182,48.588659,-123.51773,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,356
183,48.594672,-123.516932,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,357
184,48.600883,-123.512808,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,358
185,48.610946,-123.510591,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,359
186,48.621674,-123.512493,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,360
187,48.618282,-123.510279,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,361
188,48.625582,-123.514493,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,362
189,48.634701,-123.517576,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,363
190,48.644107,-123.522176,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,364
191,48.669513,-123.499541,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,365
192,48.663693,-123.496654,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,366
193,48.658461,-123.496559,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,367
388,48.567421,-123.50025,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,368
389,48.569183,-123.49899,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,369
390,48.556062,-123.51004,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,370
391,48.604451,-123.490437,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,371
392,48.617158,-123.490036,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,372
393,48.613384,-123.490875,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,373
394,48.622553,-123.491616,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,374
395,48.621296,-123.491472,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,375
396,48.594256,-123.495105,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,376
397,48.596108,-123.494339,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,377
398,48.591424,-123.494778,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,378
399,48.589888,-123.493715,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,379
400,48.588081,-123.493317,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,380
401,48.57997,-123.493753,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,381
402,48.582995,-123.492489,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,382
403,48.599407,-123.493152,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,383
404,48.602533,-123.492358,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,384
405,48.660682,-123.520755,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,385
406,48.644175,-123.532136,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,386
407,48.634213,-123.525768,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,387
408,48.641303,-123.532422,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,388
409,48.627252,-123.521742,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,389
410,48.630519,-123.523998,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,390
411,48.552144,-123.552418,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,391
412,48.550339,-123.553947,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,392
413,49.072517,-125.154858,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,393
414,49.073901,-125.159752,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,394
415,49.072529,-125.163104,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,395
416,49.064372,-125.150481,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,396
417,49.067629,-125.150819,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,397
418,49.070142,-125.152388,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,398
419,49.066498,-125.154991,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,399
420,49.052955,-125.14204,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,400
421,49.058445,-125.146232,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,401
422,49.090884,-125.191765,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,402
423,49.088858,-125.186848,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,403
424,49.048856,-125.16004,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,404
425,49.040459,-125.143473,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,405
426,49.045398,-125.146723,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,406
427,49.04154,-125.15672,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,407
428,49.0293,-125.15359,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,408
429,50.205949,-124.94909,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,409
430,50.22657,-124.967581,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,410
431,50.304874,-124.959966,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,411
432,50.346198,-124.988116,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,412
433,50.250766,-124.987343,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,413
434,50.243119,-124.983186,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,414
435,50.243428,-125.000825,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,415
436,50.241242,-124.990214,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,416
437,50.182307,-124.903922,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,417
438,50.17631,-124.89194,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,418
439,50.177256,-124.877251,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,419
440,50.283623,-124.952674,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,420
441,50.156142,-124.689371,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,421
442,50.169477,-124.682789,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,422
443,50.117978,-124.89669,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,423
444,50.10902,-124.890765,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,424
445,49.963019,-124.849777,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,425
446,49.958396,-124.786279,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,426
447,49.950941,-124.756345,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,427
448,49.702057,-124.565558,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,428
449,49.676633,-124.526657,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,429
450,49.275588,-124.006147,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,430
451,49.195999,-123.799405,0,0,,0,0,0,,0,0,0,0,,,0,0,0,,,,,0,0,,0,,0,,431
