332,,Canada West Coast_235,,FALSE,,0,,,,Fan delta
333,,Canada West Coast_236,,FALSE,,0,,,,Fan delta
334,,Canada West Coast_237,,FALSE,,0,,,,Submarine alluvial fan/composite slide
335,,Canada West Coast_238,,FALSE,,0,,,Small fan delta,Fan delta
336,,Canada West Coast_239,,FALSE,,0,,,Medium fan delta,Fan delta
337,,Canada West Coast_240,,FALSE,,0,,,,Submarine alluvial fan/composite slide
338,,Canada West Coast_241,,FALSE,,0,,,Ephemeral stream,Submarine alluvial fan/composite slide
339,,Canada West Coast_242,,FALSE,,0,,,Example of a small translational slide,Translational slide
340,,Canada West Coast_243,,FALSE,,0,,,Example of a large fan delta,Fan delta
341,,Canada West Coast_244,,FALSE,,0,,,,Submarine alluvial fan/composite slide
342,,Canada West Coast_245,,FALSE,,0,,,Small fan delta,Fan delta
343,,Canada West Coast_246,,FALSE,,0,,,,Fan delta
344,,Canada West Coast_247,,FALSE,,0,,,,Fan delta
345,,Canada West Coast_248,,FALSE,,0,,,,Submarine alluvial fan/composite slide
346,,Canada West Coast_249,,FALSE,,0,,,,Fan delta
347,,Canada West Coast_250,,FALSE,,0,,,,Fan delta
348,,Canada West Coast_251,,FALSE,,0,,,,Fan delta
349,,Canada West Coast_252,,FALSE,,0,,,,Fan delta
350,,Canada West Coast_253,,FALSE,,0,,,,Fan delta
351,,Canada West Coast_254,,FALSE,,0,,,Example of a small translational slide,Translational slide
352,,Canada West Coast_255,,FALSE,,0,,,Showing a medium size delta,Delta and channel complex
353,,Canada West Coast_256,,FALSE,,0,,,,Rotational slide
354,,Canada West Coast_257,,FALSE,,0,,,,Fan delta
355,,Canada West Coast_258,,FALSE,,0,,,,Translational slide
356,,Canada West Coast_259,,FALSE,,0,,,Small fan delta,Fan delta
357,,Canada West Coast_260,,FALSE,,0,,,Medium fan delta,Fan delta
358,,Canada West Coast_261,,FALSE,,0,,,Alluvial apron,Submarine alluvial fan/composite slide
359,,Canada West Coast_262,,FALSE,,0,,,The distal portion with small slides,Fan delta
360,,Canada West Coast_263,,FALSE,,0,,,Good example of small fan with many blocks,Submarine alluvial fan/composite slide
361,,Canada West Coast_264,,FALSE,,0,,,A large delta complex that is eroding and failing,Fan delta
362,,Canada West Coast_265,,FALSE,,0,,,Small fan delta,Fan delta
363,,Canada West Coast_266,,FALSE,,0,,,Medium fan delta,Fan delta
364,,Canada West Coast_267,,FALSE,,0,,,Small fan delta,Fan delta
365,,Canada West Coast_268,,FALSE,,0,,,Largefan delta,Fan delta
366,,Canada West Coast_269,,FALSE,,0,,,Large flow with channels,"Debris flow and turbidity current channels, gullies and lobes"
367,,Canada West Coast_270,,FALSE,,0,,,Eroded and old slide ,Submarine alluvial fan/composite slide
368,,Canada West Coast_271,,FALSE,,0,,,,Translational slide
369,,Canada West Coast_272,,FALSE,,0,,,,Translational slide
370,,Canada West Coast_273,,FALSE,,0,,,,Translational slide
371,,Canada West Coast_274,,FALSE,,0,,,,Translational slide
372,,Canada West Coast_275,,FALSE,,0,,,Small translational slide,Translational slide
373,,Canada West Coast_276,,FALSE,,0,,,There are many slides in this large area,Translational slide
374,,Canada West Coast_277,,FALSE,,0,,,Example of a small translational slide,Translational slide
375,,Canada West Coast_278,,FALSE,,0,,,There are many slides in this large area,Translational slide
376,,Canada West Coast_279,,FALSE,,0,,,There are many slides in this area ,Translational slide
382,,Canada West Coast_280,,FALSE,,0,,,There are many slides in this large area,Translational slide
383,,Canada West Coast_281,,FALSE,,0,,,There are several slides in this area,Translational slide
384,,Canada West Coast_282,,FALSE,,0,,,There are several slides in this area,Translational slide
385,,Canada West Coast_283,,FALSE,,0,,,There are several slides in this area,Translational slide
386,,Canada West Coast_284,,FALSE,,0,,,There are several slides in this area,Translational slide
387,,Canada West Coast_285,,FALSE,,0,,,There are several slides in this area,Translational slide
173,,Canada West Coast_286,,FALSE,,0,,,,Translational slide
174,,Canada West Coast_287,,FALSE,,0,,,There are many slides in this large area,Translational slide
175,,Canada West Coast_288,,FALSE,,0,,,Eroded slide complex,Translational slide
176,,Canada West Coast_289,,FALSE,,0,,,The slide area appears old and erorded,Translational slide
177,,Canada West Coast_290,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
178,,Canada West Coast_291,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
179,,Canada West Coast_292,,FALSE,,0,,,There are three slides in area,Translational slide
180,,Canada West Coast_293,,FALSE,,0,,,There are several slides in this area,Translational slide
181,,Canada West Coast_294,,FALSE,,0,,,There areseveral old/ sediment covered slides in the area,Translational slide
182,,Canada West Coast_295,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
183,,Canada West Coast_296,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
184,,Canada West Coast_297,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
185,,Canada West Coast_298,,FALSE,,0,,,There are several slides in this area,Submarine alluvial fan/composite slide
186,,Canada West Coast_299,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
187,,Canada West Coast_300,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
188,,Canada West Coast_301,,FALSE,,0,,,Small translational slide ,Translational slide
189,,Canada West Coast_302,,FALSE,,0,,,There are several old transiditonal slides in this area,Submarine alluvial fan/composite slide
190,,Canada West Coast_303,,FALSE,,0,,,There are several old transiditonal slides in this area,Translational slide
191,,Canada West Coast_304,,FALSE,,0,,,Good example of a translational slide ,Translational slide
192,,Canada West Coast_305,,FALSE,,0,,,Good example of a translational slide complex -Sannach Inlet,Translational slide
193,,Canada West Coast_306,,FALSE,,0,,,,Translational slide
388,,Canada West Coast_307,,FALSE,,0,,,Good example of a translational slide ,Translational slide
389,,Canada West Coast_308,,FALSE,,0,,,Old slide,Undifferentiated slide
390,,Canada West Coast_309,,FALSE,,0,,,,Undifferentiated slide
391,,Canada West Coast_310,,FALSE,,0,,,,Translational slide
392,,Canada West Coast_311,,FALSE,,0,,,Small slide ,Undifferentiated slide
393,,Canada West Coast_312,,FALSE,,0,,,Small translational slide,Translational slide
394,,Canada West Coast_313,,FALSE,,0,,,Small slide ,Undifferentiated slide
395,,Canada West Coast_314,,FALSE,,0,,,Small slide ,Undifferentiated slide
396,,Canada West Coast_315,,FALSE,,0,,,There are two slides in this region,Translational slide
397,,Canada West Coast_316,,FALSE,,0,,,Small translational slide,Translational slide
398,,Canada West Coast_317,,FALSE,,0,,,Old and buried slide,Translational slide
399,,Canada West Coast_318,,FALSE,,0,,,Old and buried slide,Translational slide
400,,Canada West Coast_319,,FALSE,,0,,,Old and buried slide,Translational slide
401,,Canada West Coast_320,,FALSE,,0,,,Old and buried slide,Undifferentiated slide
402,,Canada West Coast_321,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
403,,Canada West Coast_322,,FALSE,,0,,,There appear to be five slides in zone of slides,Translational slide
404,,Canada West Coast_323,,FALSE,,0,,,,Translational slide
405,,Canada West Coast_324,,FALSE,,0,,,Old and buried slide,Undifferentiated slide
406,,Canada West Coast_325,,FALSE,,0,,,This is an good example of a translational slide,Translational slide
407,,Canada West Coast_326,,FALSE,,0,,,Old slide,Translational slide
408,,Canada West Coast_327,,FALSE,,0,,,Old and buried slide,Translational slide
409,,Canada West Coast_328,,FALSE,,0,,,Old slide,Translational slide
410,,Canada West Coast_329,,FALSE,,0,,,Old and buried slide,Submarine alluvial fan/composite slide
411,,Canada West Coast_330,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
412,,Canada West Coast_331,,FALSE,,0,,,Small slide ,Undifferentiated slide
413,,Canada West Coast_332,,FALSE,,0,,,Small slide ,Translational slide
414,,Canada West Coast_333,,FALSE,,0,,,Large translational slide,Translational slide
415,,Canada West Coast_334,,FALSE,,0,,,Alluvial apron,Submarine alluvial fan/composite slide
416,,Canada West Coast_335,,FALSE,,0,,,,Fan delta
417,,Canada West Coast_336,,FALSE,,0,,,There appears to be three slides in the slide area,Translational slide
418,,Canada West Coast_337,,FALSE,,0,,,Alluvial apron,Submarine alluvial fan/composite slide
419,,Canada West Coast_338,,FALSE,,0,,,Small translational slide,Translational slide
420,,Canada West Coast_339,,FALSE,,0,,,Alluvial apron,Submarine alluvial fan/composite slide
421,,Canada West Coast_340,,FALSE,,0,,,Alluvial apron,Submarine alluvial fan/composite slide
422,,Canada West Coast_341,,FALSE,,0,,,Small fan delta,Fan delta
423,,Canada West Coast_342,,FALSE,,0,,,,Undifferentiated slide
424,,Canada West Coast_343,,FALSE,,0,,,Small fan delta,Fan delta
425,,Canada West Coast_344,,FALSE,,0,,,,Submarine alluvial fan/composite slide
426,,Canada West Coast_345,,FALSE,,0,,,There appear to be several slides in the area,Undifferentiated slide
427,,Canada West Coast_346,,FALSE,,0,,,Alluvial apron,Submarine alluvial fan/composite slide
428,,Canada West Coast_347,,FALSE,,0,,,Large translational slide,Translational slide
429,,Canada West Coast_348,,FALSE,,0,,,,Fan delta
430,,Canada West Coast_349,,FALSE,,0,,,,Submarine alluvial fan/composite slide
431,,Canada West Coast_350,,FALSE,,0,,,,Submarine alluvial fan/composite slide
432,,Canada West Coast_351,,FALSE,,0,,,,Submarine alluvial fan/composite slide
433,,Canada West Coast_352,,FALSE,,0,,,,Submarine alluvial fan/composite slide
434,,Canada West Coast_353,,FALSE,,0,,,,Submarine alluvial fan/composite slide
435,,Canada West Coast_354,,FALSE,,0,,,,Submarine alluvial fan/composite slide
436,,Canada West Coast_355,,FALSE,,0,,,,Submarine alluvial fan/composite slide
437,,Canada West Coast_356,,FALSE,,0,,,,Submarine alluvial fan/composite slide
438,,Canada West Coast_357,,FALSE,,0,,,,Submarine alluvial fan/composite slide
439,,Canada West Coast_358,,FALSE,,0,,,,Submarine alluvial fan/composite slide
440,,Canada West Coast_359,,FALSE,,0,,,,Submarine alluvial fan/composite slide
441,,Canada West Coast_360,,FALSE,,0,,,,Submarine alluvial fan/composite slide
442,,Canada West Coast_361,,FALSE,,0,,,,Submarine alluvial fan/composite slide
443,,Canada West Coast_362,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
444,,Canada West Coast_363,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
445,,Canada West Coast_364,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
446,,Canada West Coast_365,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
447,,Canada West Coast_366,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
448,,Canada West Coast_367,,FALSE,,0,,,,Submarine alluvial fan/composite slide
449,,Canada West Coast_368,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
450,,Canada West Coast_369,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
451,,Canada West Coast_370,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
452,,Canada West Coast_371,,FALSE,,0,,,Example of a small cone,Cone
453,,Canada West Coast_372,,FALSE,,0,,,,Submarine alluvial fan/composite slide
454,,Canada West Coast_373,,FALSE,,0,,,Alluvial apron,Submarine alluvial fan/composite slide
455,,Canada West Coast_374,,FALSE,,0,,,This data from the Jackson Open File,Translational slide
456,,Canada West Coast_375,,FALSE,,0,,,Small translational slide,Translational slide
457,,Canada West Coast_376,,FALSE,,0,,,,Translational slide
458,,Canada West Coast_377,,FALSE,,0,,,Old slide,Translational slide
459,,Canada West Coast_378,,FALSE,,0,,,Example of a small cone,Cone
460,,Canada West Coast_379,,FALSE,,0,,,Small translational slide,Translational slide
461,,Canada West Coast_380,,FALSE,,0,,,Small translational slide,Translational slide
462,,Canada West Coast_381,,FALSE,,0,,,,Translational slide
463,,Canada West Coast_382,,FALSE,,0,,,,Translational slide
464,,Canada West Coast_383,,FALSE,,0,,,,Translational slide
465,,Canada West Coast_384,,FALSE,,0,,,,Translational slide
466,,Canada West Coast_385,,FALSE,,0,,,,Translational slide
467,,Canada West Coast_386,,FALSE,,0,,,,Submarine alluvial fan/composite slide
468,,Canada West Coast_387,,FALSE,,0,,,This is an old draped with sediment,Translational slide
469,,Canada West Coast_388,,FALSE,,0,,,This is an old draped with sediment,Translational slide
470,,Canada West Coast_389,,FALSE,,0,,,This is an old draped with sediment,Translational slide
471,,Canada West Coast_390,,FALSE,,0,,,This is an old draped with sediment,Rotational slide
472,,Canada West Coast_391,,FALSE,,0,,,The area of slides are eroded,Translational slide
473,,Canada West Coast_392,,FALSE,,0,,,The area of slides are eroded,Translational slide
474,,Canada West Coast_393,,FALSE,,0,,,,Translational slide
475,,Canada West Coast_394,,FALSE,,0,,,,Fan delta
476,,Canada West Coast_395,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
477,,Canada West Coast_396,,FALSE,,0,,,,Submarine alluvial fan/composite slide
478,,Canada West Coast_397,,FALSE,,0,,,,Submarine alluvial fan/composite slide
479,,Canada West Coast_398,,FALSE,,0,,,,Submarine alluvial fan/composite slide
480,,Canada West Coast_399,,FALSE,,0,,,,Submarine alluvial fan/composite slide
481,,Canada West Coast_400,,FALSE,,0,,,,Submarine alluvial fan/composite slide
482,,Canada West Coast_401,,FALSE,,0,,,,Delta and channel complex
483,,Canada West Coast_402,,FALSE,,0,,,,Delta and channel complex
484,,Canada West Coast_403,,FALSE,,0,,,,Delta and channel complex
485,,Canada West Coast_404,,FALSE,,0,,,,Delta and channel complex
486,,Canada West Coast_405,,FALSE,,0,,,There appears to be at least 4 small avalanches here,Rock avalanche
487,,Canada West Coast_406,,FALSE,,0,,,Small avalanche,Rock avalanche
488,,Canada West Coast_407,,FALSE,,0,,,Small avalanche,Rock avalanche
489,,Canada West Coast_408,,FALSE,,0,,,Small avalanche,Rock avalanche
490,,Canada West Coast_409,,FALSE,,0,,,Small avalanche,Rock avalanche
491,,Canada West Coast_410,,FALSE,,0,,,Good example of a large translational slide,Translational slide
492,,Canada West Coast_411,,FALSE,,0,,,,Submarine alluvial fan/composite slide
493,,Canada West Coast_412,,FALSE,,0,,,"Interesting,yet strange slide surface",Undifferentiated slide
494,,Canada West Coast_413,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
495,,Canada West Coast_414,,FALSE,,0,,,Good example of turbidity current and flow,"Debris flow and turbidity current channels, gullies and lobes"
496,,Canada West Coast_415,,FALSE,,0,,,Medium slide,Translational slide
497,,Canada West Coast_416,,FALSE,,0,,,Large delta,Fan delta
498,,Canada West Coast_417,,FALSE,,0,,,Small fan delta ,Fan delta
499,,Canada West Coast_418,,FALSE,,0,,,Small fan delta ,Fan delta
500,,Canada West Coast_419,,FALSE,,0,,,Good example of a large translational slide,Translational slide
501,,Canada West Coast_420,,FALSE,,0,,,Large fan delta ,Fan delta
502,,Canada West Coast_421,,FALSE,,0,,,Good example of a large translational slide,Translational slide
503,,Canada West Coast_422,,FALSE,,0,,,Alluvial cone,Submarine alluvial fan/composite slide
504,,Canada West Coast_423,,FALSE,,0,,,Alluvial cone,Submarine alluvial fan/composite slide
505,,Canada West Coast_424,,FALSE,,0,,,,Submarine alluvial fan/composite slide
506,,Canada West Coast_425,,FALSE,,0,,,Large fan delta ,Fan delta
507,,Canada West Coast_426,,FALSE,,0,,,,Submarine alluvial fan/composite slide
508,,Canada West Coast_427,,FALSE,,0,,,,Submarine alluvial fan/composite slide
509,,Canada West Coast_428,,FALSE,,0,,,,Submarine alluvial fan/composite slide
510,,Canada West Coast_429,,FALSE,,0,,,,Translational slide
511,,Canada West Coast_430,,FALSE,,0,,,,Submarine alluvial fan/composite slide
512,,Canada West Coast_431,,FALSE,,0,,,,Submarine alluvial fan/composite slide
513,,Canada West Coast_432,,FALSE,,0,,,Large fan delta ,Fan delta
514,,Canada West Coast_433,,FALSE,,0,,,Large fan delta ,Fan delta
515,,Canada West Coast_434,,FALSE,,0,,,,Fan delta
516,,Canada West Coast_435,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
517,,Canada West Coast_436,,FALSE,,0,,,Large fan delta ,Fan delta
518,,Canada West Coast_437,,FALSE,,0,,,Small fan delta ,Fan delta
519,,Canada West Coast_438,,FALSE,,0,,,,Fan delta
520,,Canada West Coast_439,,FALSE,,0,,,Good example of a small translational slide,Translational slide
521,,Canada West Coast_440,,FALSE,,0,,,Good example of a small translational slide,Translational slide
522,,Canada West Coast_441,,FALSE,,0,,,Small slide,Undifferentiated slide
523,,Canada West Coast_442,,FALSE,,0,,,Small slide,Undifferentiated slide
524,,Canada West Coast_443,,FALSE,,0,,,,Delta and channel complex
525,,Canada West Coast_444,,FALSE,,0,,,,Delta and channel complex
526,,Canada West Coast_445,,FALSE,,0,,,,Submarine alluvial fan/composite slide
527,,Canada West Coast_446,,FALSE,,0,,,,Submarine alluvial fan/composite slide
528,,Canada West Coast_447,,FALSE,,0,,,,Submarine alluvial fan/composite slide
529,,Canada West Coast_448,,FALSE,,0,,,,Fan delta
530,,Canada West Coast_449,,FALSE,,0,,,,Fan delta
531,,Canada West Coast_450,,FALSE,,0,,,,Submarine alluvial fan/composite slide
532,,Canada West Coast_451,,FALSE,,0,,,,Submarine alluvial fan/composite slide
533,,Canada West Coast_452,,FALSE,,0,,,,Submarine alluvial fan/composite slide
534,,Canada West Coast_453,,FALSE,,0,,,,Undifferentiated slide
535,,Canada West Coast_454,,FALSE,,0,,,,Submarine alluvial fan/composite slide
536,,Canada West Coast_455,,FALSE,,0,,,Two deltas are present in the area ,Fan delta
537,,Canada West Coast_456,,FALSE,,0,,,,Submarine alluvial fan/composite slide
538,,Canada West Coast_457,,FALSE,,0,,,,Submarine alluvial fan/composite slide
539,,Canada West Coast_458,,FALSE,,0,,,Large fan delta,Fan delta
540,,Canada West Coast_459,,FALSE,,0,,,Alluvial apron,Submarine alluvial fan/composite slide
541,,Canada West Coast_460,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
542,,Canada West Coast_461,,FALSE,,0,,,,Fan delta
543,,Canada West Coast_462,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
544,,Canada West Coast_463,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
545,,Canada West Coast_464,,FALSE,,0,,,,Fan delta
546,,Canada West Coast_465,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
377,,Canada West Coast_466,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
378,,Canada West Coast_467,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
379,,Canada West Coast_468,,FALSE,,0,,,,Submarine alluvial fan/composite slide
380,,Canada West Coast_469,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
381,,Canada West Coast_470,,FALSE,,0,,,Example of an old drape,"Debris flow and turbidity current channels, gullies and lobes"
547,,Canada West Coast_471,,FALSE,,0,,,Alluvial slope,Submarine alluvial fan/composite slide
548,,Canada West Coast_472,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
194,,Canada West Coast_473,,FALSE,,0,,,,Translational slide
195,,Canada West Coast_474,,FALSE,,0,,,Old debris flow channels,Submarine alluvial fan/composite slide
196,,Canada West Coast_475,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
197,,Canada West Coast_476,,FALSE,,0,,,There are several old slide that are partially buried by drape,Translational slide
198,,Canada West Coast_477,,FALSE,,0,,,,Translational slide
199,,Canada West Coast_478,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
200,,Canada West Coast_479,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
201,,Canada West Coast_480,,FALSE,,0,,,,Submarine alluvial fan/composite slide
202,,Canada West Coast_481,,FALSE,,0,,,"This is an old slide, with drape from  Jackson Open File","Debris flow and turbidity current channels, gullies and lobes"
203,,Canada West Coast_482,,FALSE,,0,,,From Jackson Open File,Bedrock creep/sackung
204,,Canada West Coast_483,,FALSE,,0,,,From Jackson Open File,Translational slide
205,,Canada West Coast_484,,FALSE,,0,,,From Jackson Open File,Translational slide
206,,Canada West Coast_485,,FALSE,,0,,,Small translational slide,Translational slide
207,,Canada West Coast_486,,FALSE,,0,,,,Submarine alluvial fan/composite slide
208,,Canada West Coast_487,,FALSE,,0,,,,Submarine alluvial fan/composite slide
549,,Canada West Coast_488,,FALSE,,0,,,,Submarine alluvial fan/composite slide
550,,Canada West Coast_489,,FALSE,,0,,,,Submarine alluvial fan/composite slide
551,,Canada West Coast_490,,FALSE,,0,,,,Submarine alluvial fan/composite slide
552,,Canada West Coast_491,,FALSE,,0,,,,Submarine alluvial fan/composite slide
553,,Canada West Coast_492,,FALSE,,0,,,,Submarine alluvial fan/composite slide
554,,Canada West Coast_493,,FALSE,,0,,,,Undifferentiated slide
555,,Canada West Coast_494,,FALSE,,0,,,,Submarine alluvial fan/composite slide
556,,Canada West Coast_495,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
557,,Canada West Coast_496,,FALSE,,0,,,,Translational slide
558,,Canada West Coast_497,,FALSE,,0,,,,Submarine alluvial fan/composite slide
559,,Canada West Coast_498,,FALSE,,0,,,,Submarine alluvial fan/composite slide
560,,Canada West Coast_499,,FALSE,,0,,,,Submarine alluvial fan/composite slide
561,,Canada West Coast_500,,FALSE,,0,,,,Submarine alluvial fan/composite slide
562,,Canada West Coast_501,,FALSE,,0,,,This appears to be an ebb tidal delta,Fan delta
563,,Canada West Coast_502,,FALSE,,0,,,,Submarine alluvial fan/composite slide
564,,Canada West Coast_503,,FALSE,,0,,,,Fan delta
565,,Canada West Coast_504,,FALSE,,0,,,,Fan delta
566,,Canada West Coast_505,,FALSE,,0,,,,Fan delta
567,,Canada West Coast_506,,FALSE,,0,,,,Fan delta
568,,Canada West Coast_507,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
569,,Canada West Coast_508,,FALSE,,0,,,,Fan delta
570,,Canada West Coast_509,,FALSE,,0,,,This is an old slide with drape,Translational slide
571,,Canada West Coast_510,,FALSE,,0,,,,Undifferentiated slide
572,,Canada West Coast_511,,FALSE,,0,,,Small fan delta,Fan delta
573,,Canada West Coast_512,,FALSE,,0,,,Old slide,Submarine alluvial fan/composite slide
574,,Canada West Coast_513,,FALSE,,0,,,This is a old slide with recent debris flow,Translational slide
575,,Canada West Coast_514,,FALSE,,0,,,Old flow ,"Debris flow and turbidity current channels, gullies and lobes"
576,,Canada West Coast_515,,FALSE,,0,,,This is in an tidal channel,"Debris flow and turbidity current channels, gullies and lobes"
577,,Canada West Coast_516,,FALSE,,0,,,This is an good example of delta front failures,Submarine alluvial fan/composite slide
578,,Canada West Coast_517,,FALSE,,0,,,Old slide and drape,Undifferentiated slide
579,,Canada West Coast_518,,FALSE,,0,,,Old slide ,Submarine alluvial fan/composite slide
580,,Canada West Coast_519,,FALSE,,0,,,Old slide which is partially draped,"Debris flow; Debris flow and turbidity current channels, gullies and lobes"
581,,Canada West Coast_520,,FALSE,,0,,,,Translational slide
582,,Canada West Coast_521,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
583,,Canada West Coast_522,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
584,,Canada West Coast_523,,FALSE,,0,,,Good example of translational slide,Translational slide
585,,Canada West Coast_524,,FALSE,,0,,,,Translational slide
586,,Canada West Coast_525,,FALSE,,0,,,,Translational slide
587,,Canada West Coast_526,,FALSE,,0,,,,Translational slide
588,,Canada West Coast_527,,FALSE,,0,,,,Rotational slide
589,,Canada West Coast_528,,FALSE,,0,,,,Undifferentiated slide
590,,Canada West Coast_529,,FALSE,,0,,,Good example of translational slide,Translational slide
591,,Canada West Coast_530,,FALSE,,0,,,,Translational slide
592,,Canada West Coast_531,,FALSE,,0,,,,Submarine alluvial fan/composite slide
593,,Canada West Coast_532,,FALSE,,0,,,,Submarine alluvial fan/composite slide
594,,Canada West Coast_533,,FALSE,,0,,,,Submarine alluvial fan/composite slide
595,,Canada West Coast_534,,FALSE,,0,,,,Submarine alluvial fan/composite slide
596,,Canada West Coast_535,,FALSE,,0,,,,Submarine alluvial fan/composite slide
597,,Canada West Coast_536,,FALSE,,0,,,,Submarine alluvial fan/composite slide
598,,Canada West Coast_537,,FALSE,,0,,,,Submarine alluvial fan/composite slide
599,,Canada West Coast_538,,FALSE,,0,,,,Submarine alluvial fan/composite slide
600,,Canada West Coast_539,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
601,,Canada West Coast_540,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
602,,Canada West Coast_541,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
603,,Canada West Coast_542,,FALSE,,0,,,,Translational slide
604,,Canada West Coast_543,,FALSE,,0,,,,Submarine alluvial fan/composite slide
605,,Canada West Coast_544,,FALSE,,0,,,This is an large delta system with lot of channels,Delta and channel complex
606,,Canada West Coast_545,,FALSE,,0,,,,Submarine alluvial fan/composite slide
607,,Canada West Coast_546,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
608,,Canada West Coast_547,,FALSE,,0,,,,Submarine alluvial fan/composite slide
609,,Canada West Coast_548,,FALSE,,0,,,,Cone
610,,Canada West Coast_549,,FALSE,,0,,,,Submarine alluvial fan/composite slide
611,,Canada West Coast_550,,FALSE,,0,,,,Submarine alluvial fan/composite slide
612,,Canada West Coast_551,,FALSE,,0,,,,Submarine alluvial fan/composite slide
613,,Canada West Coast_552,,FALSE,,0,,,,Submarine alluvial fan/composite slide
614,,Canada West Coast_553,,FALSE,,0,,,,Submarine alluvial fan/composite slide
615,,Canada West Coast_554,,FALSE,,0,,,,Submarine alluvial fan/composite slide
616,,Canada West Coast_555,,FALSE,,0,,,,Fan delta
617,,Canada West Coast_556,,FALSE,,0,,,,Fan delta
618,,Canada West Coast_557,,FALSE,,0,,,There appear to be two merging deltas,Fan delta
619,,Canada West Coast_558,,FALSE,,0,,,,Submarine alluvial fan/composite slide
620,,Canada West Coast_559,,FALSE,,0,,,,Fan delta
621,,Canada West Coast_560,,FALSE,,0,,,This information is from Jackson Open File,"Debris flow and turbidity current channels, gullies and lobes"
622,,Canada West Coast_561,,FALSE,,0,,,,Undifferentiated slide
623,,Canada West Coast_562,,FALSE,,0,,,Ephemeral stream,Cone
624,,Canada West Coast_563,,FALSE,,0,,,,Cone
625,,Canada West Coast_564,,FALSE,,0,,,,Submarine alluvial fan/composite slide
626,,Canada West Coast_565,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
627,,Canada West Coast_566,,FALSE,,0,,,Very small debris flow,"Debris flow and turbidity current channels, gullies and lobes"
628,,Canada West Coast_567,,FALSE,,0,,,This is a base of slope deposit,"Debris flow and turbidity current channels, gullies and lobes"
629,,Canada West Coast_568,,FALSE,,0,,,Alluvial fanand apron,Submarine alluvial fan/composite slide
630,,Canada West Coast_569,,FALSE,,0,,,Alluvial fanand apron,Submarine alluvial fan/composite slide
631,,Canada West Coast_570,,FALSE,,0,,,This slide in on slope,Submarine alluvial fan/composite slide
632,,Canada West Coast_571,,FALSE,,0,,,,Submarine alluvial fan/composite slide
633,,Canada West Coast_572,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
634,,Canada West Coast_573,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
635,,Canada West Coast_574,,FALSE,,0,,,Appears to be old and buried,Translational slide
636,,Canada West Coast_575,,FALSE,,0,,,Medium Fan delta,Fan delta
637,,Canada West Coast_576,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
638,,Canada West Coast_577,,FALSE,,0,,,,"Debris flow and turbidity current channels, gullies and lobes"
